cgmDatenum_ 1,cgmDatenum_ 2,cgmDatenum_ 3,cgmDatenum_ 4,cgmDatenum_ 5,cgmDatenum_ 6,cgmDatenum_ 7,cgmDatenum_ 8,cgmDatenum_ 9,cgmDatenum_10,cgmDatenum_11,cgmDatenum_12,cgmDatenum_13,cgmDatenum_14,cgmDatenum_15,cgmDatenum_16,cgmDatenum_17,cgmDatenum_18,cgmDatenum_19,cgmDatenum_20,cgmDatenum_21,cgmDatenum_22,cgmDatenum_23,cgmDatenum_24,cgmDatenum_25,cgmDatenum_26,cgmDatenum_27,cgmDatenum_28,cgmDatenum_29,cgmDatenum_30,cgmDatenum_31
736973.613831019,736973.610358796,736973.606886574,736973.603414352,736973.59994213,736973.596469907,736973.592997685,736973.589525463,736973.586041667,736973.582569444,736973.579097222,736973.575625,736973.572152778,736973.568680556,736973.565208333,736973.561736111,736973.558263889,736973.554791667,736973.551319444,736973.547847222,736973.544375,736973.540902778,736973.537430556,736973.533958333,736973.530486111,736973.527013889,736973.523541667,736973.520069444,736973.516597222,736973.513125,736973.509652778
736972.645011574,736972.641539352,736972.63806713,736972.634594907,736972.631122685,736972.627650463,736972.624178241,736972.620706019,736972.617233796,736972.613761574,736972.610289352,736972.60681713,736972.603344907,736972.599872685,736972.596400463,736972.592928241,736972.589456019,736972.585983796,736972.582511574,736972.579039352,736972.57556713,736972.572094907,736972.568599537,736972.565127315,736972.561655093,736972.55818287,736972.554710648,736972.551238426,736972.547766204,736972.544293982,
736971.634525463,736971.631053241,736971.627581018,736971.624108796,736971.620636574,736971.617164352,736971.61369213,736971.610219907,736971.606747685,736971.603275463,736971.599803241,736971.596331018,736971.592858796,736971.589386574,736971.585914352,736971.58244213,736971.578969907,736971.575497685,736971.572025463,736971.568553241,736971.565081018,736971.561585648,736971.558113426,736971.554641204,736971.551168981,736971.547696759,736971.544224537,736971.540752315,736971.537280093,736971.53380787,736971.530335648
736970.628344907,736970.624872685,736970.621400463,736970.617928241,736970.61443287,736970.610960648,736970.607488426,736970.604016204,736970.600543982,736970.597071759,736970.593599537,736970.590127315,736970.586655093,736970.58318287,736970.579710648,736970.576238426,736970.572766204,736970.569293982,736970.565821759,736970.562349537,736970.558877315,736970.555405093,736970.55193287,736970.548460648,736970.544988426,736970.541516204,736970.538043982,736970.534571759,736970.531099537,736970.527627315,736970.524155093
736969.708148148,736969.704675926,736969.701203704,736969.697731482,736969.694259259,736969.690787037,736969.687314815,736969.683842593,736969.68037037,736969.676898148,736969.673425926,736969.669953704,736969.666481482,736969.663009259,736969.659537037,736969.656064815,736969.652592593,736969.64912037,736969.645648148,736969.642175926,736969.638703704,736969.635231482,736969.631759259,736969.628287037,736969.624803241,736969.621331019,736969.617858796,736969.614386574,736969.610914352,736969.60744213,
736968.635162037,736968.631689815,736968.628217593,736968.62474537,736968.621261574,736968.617789352,736968.61431713,736968.610844907,736968.607372685,736968.603900463,736968.600428241,736968.596956018,736968.593483796,736968.590011574,736968.586539352,736968.58306713,736968.579594907,736968.576122685,736968.572650463,736968.569178241,736968.565706018,736968.562233796,736968.558761574,736968.555289352,736968.55181713,736968.548344907,736968.544872685,736968.541400463,736968.537928241,736968.534456018,
736967.638564815,736967.635092593,736967.63162037,736967.628148148,736967.624675926,736967.621203704,736967.617731481,736967.614259259,736967.610775463,736967.607303241,736967.603831019,736967.600358796,736967.596886574,736967.593414352,736967.58994213,736967.586469907,736967.582997685,736967.579525463,736967.576053241,736967.572581019,736967.569108796,736967.565636574,736967.562164352,736967.55869213,736967.555219907,736967.551747685,736967.548275463,736967.544803241,736967.541331019,736967.537858796,
736966.631550926,736966.628078704,736966.624606482,736966.621134259,736966.617662037,736966.614189815,736966.610717593,736966.60724537,736966.603773148,736966.600300926,736966.59681713,736966.593344907,736966.589872685,736966.586400463,736966.582928241,736966.579456019,736966.575983796,736966.572511574,736966.569039352,736966.56556713,736966.562094907,736966.558622685,736966.555150463,736966.551678241,736966.548206019,736966.544733796,736966.541261574,736966.537789352,736966.53431713,736966.530844907,
736965.6071875,736965.603715278,736965.600243056,736965.596770833,736965.593298611,736965.589803241,736965.586331018,736965.582858796,736965.579386574,736965.575914352,736965.57244213,736965.568969907,736965.565497685,736965.562025463,736965.558553241,736965.555081018,736965.551608796,736965.548136574,736965.544664352,736965.54119213,736965.537719907,736965.534247685,736965.530775463,736965.527303241,736965.523831018,736965.520358796,736965.516886574,736965.513414352,736965.50994213,736965.506469907,736965.502997685
736964.662407407,736964.658935185,736964.655462963,736964.651990741,736964.648518519,736964.645046296,736964.641574074,736964.638101852,736964.63462963,736964.631157407,736964.627685185,736964.624212963,736964.620740741,736964.617268519,736964.613796296,736964.610324074,736964.606851852,736964.60337963,736964.599907407,736964.596435185,736964.592962963,736964.589490741,736964.586018519,736964.582546296,736964.579074074,736964.575601852,736964.57212963,736964.568657407,736964.565185185,736964.561712963,
736963.611053241,736963.607581018,736963.604108796,736963.600636574,736963.597164352,736963.59369213,736963.590219907,736963.586747685,736963.583275463,736963.579803241,736963.576331018,736963.572858796,736963.569386574,736963.565914352,736963.56244213,736963.558969907,736963.555497685,736963.552025463,736963.548553241,736963.545081018,736963.541608796,736963.538136574,736963.534664352,736963.53119213,736963.527719907,736963.524247685,736963.520775463,736963.517303241,736963.513831018,736963.510358796,736963.506886574
736962.586678241,736962.583206019,736962.579733796,736962.576261574,736962.572789352,736962.56931713,736962.565844907,736962.562372685,736962.558900463,736962.555428241,736962.551956019,736962.548483796,736962.545011574,736962.541539352,736962.53806713,736962.534594907,736962.531122685,736962.527650463,736962.524178241,736962.520706019,736962.517233796,736962.513761574,736962.510289352,736962.50681713,736962.503344907,736962.499872685,736962.496400463,736962.492928241,736962.489456019,736962.485983796,
